Angle (degrees),a,b,c,d,,合計,,前後との差,
29.522545310078,0.034019511420509,0.870161864871088,0.491590278348524,0.805952603959954,,2.20172425860008,,,
29.4699261814311,0.028080117652074,0.870614042834071,0.4911646316794,0.806090027107211,,2.19594881927275,,-0.000452177962983,
29.1030546558294,0.030454128790485,0.873746293405639,0.48542760613661,0.804474753829958,,2.19410278216269,,-0.003132250571568,
29.0784061839647,0.028207021735003,0.87395545260397,0.485186799891167,0.803107911799565,,2.19045718602971,,-0.000209159198331,
28.8458972202212,0.027836627385967,0.875920486478127,0.481651765847169,0.804454422176443,,2.18986330188771,,-0.001965033874157,
29.4132438078197,0.035950374432883,0.871100316400629,0.489787514484454,0.801800300111418,,2.19863850542938,,0.004820170077498,
29.3738377981076,0.026515352345232,0.871437875073475,0.489788695232378,0.805369293470805,,2.19311121612189,,-0.000337558672846,
29.9600756522352,0.029819308322728,0.866373599168764,0.498505361570481,0.803525854694306,,2.19822412375628,,0.005064275904711,
30.2794486522894,0.033910557950359,0.863576463410765,0.503076302266814,0.807402061253599,,2.20796538488154,,0.002797135757999,
30.4470821930438,0.02043017364949,0.862097550220674,0.506330348594833,0.811611578180651,,2.20046965064565,,0.001478913190091,
29.8034379347506,0.016217074432825,0.867735631738631,0.496761391321829,0.811894922112118,,2.1926090196054,,-0.005638081517957,
30.1154804121695,0.010037391463677,0.865015888735336,0.501644060074493,0.815123270096637,,2.19182061037014,,0.002719743003295,
29.4693734580294,0.016664548740218,0.870618788718735,0.491675927359889,0.820800643162584,,2.19975990798143,,-0.005602899983399,
29.887842990406,0.015589557111532,0.867002498472001,0.498059869245028,0.825329724305503,,2.20598164913406,,0.003616290246734,
31.0644544276879,0.018973296289066,0.856587370502041,0.515653072059429,0.842011278340432,,2.23322501719097,,0.01041512796996,多分坂を認識し始めた
31.8986575011004,0.008386111668674,0.848984069248454,0.528351893432225,0.842121435259341,,2.22784350960869,,0.007603301253587,
31.8848806866314,0.000496770888208,0.84911110332743,0.528214054550576,0.842484111181011,,2.22030603994722,,-0.000127034078976,
33.7771676574269,0.008956281266142,0.83120608684209,0.555892279333453,0.833586226580488,,2.22964087402217,,0.01790501648534,
34.1654229873733,-0.003442958596994,0.82741963124956,0.561573592558394,0.828952053093524,,2.21450231830448,,0.00378645559253,
33.2849428695787,0.007073543369407,0.835951613781298,0.548757564322028,0.814656396889093,,2.20643911836183,,-0.008531982531738,
31.1591673803842,-0.006971826202816,0.855733221935644,0.517370318548561,0.819185100346063,,2.18531681462745,,-0.019781608154346,
30.4646650735051,0.017880818629438,0.861942000963081,0.506691487298633,0.81335284910781,,2.19986715599896,,-0.006208779027437,
30.512858871555,0.013003302915362,0.861515232087428,0.507565186941182,0.806132782818247,,2.18821650476222,,0.000426768875653,
31.7093191927109,0.003913007266517,0.850725629892776,0.525595463277292,0.802283473675179,,2.18251757411176,,0.010789602194652,
32.1217400543563,0.007106697639079,0.846920228905705,0.531672475043588,0.80148219001577,,2.18718159160414,,0.003805400987071,
30.1239732911927,-0.000451984454049,0.864941506301303,0.501872480205168,0.802700681771553,,2.16906268382397,,-0.018021277395598,
31.1256700336661,0.001399162586338,0.856035577995237,0.516915013856646,0.800592284381697,,2.17494203881992,,0.008905928306066,
30.3667319900368,0.012024499032898,0.862807345374713,0.505389845753206,0.804891050026414,,2.18511274018723,,-0.006771767379476,
29.8588042793015,0.013691488823053,0.867254937993611,0.497676014752073,0.811637304549801,,2.19025974611854,,-0.004447592618898,
29.3037856001639,0.025334434001105,0.872036936449182,0.48878394810199,0.811746133111888,,2.19790145166416,,-0.004781998455571,
32.2108496487842,0.017225866024211,0.846092244389305,0.532758090998141,0.835735783887304,,2.23181198529896,,0.025944692059877,一番角度変化あり
32.4293246203457,0.017941836329812,0.844053572785284,0.535958633457389,0.8428809710806,,2.24083501365308,,0.002038671604021,
32.5201807688547,0.014413030135493,0.843202145370167,0.53740339281164,0.842683601301342,,2.23770216961864,,0.000851427415117,
32.3509134805743,0.016802739577555,0.84478666986203,0.534839368751134,0.846729380625664,,2.24315815881638,,-0.001584524491863,
32.0696273748873,0.012429134153289,0.847403497959634,0.530803945228345,0.843097072846954,,2.23373365018822,,-0.002616828097604,
31.8030043813944,0.010741763530541,0.849865060181342,0.526890874849069,0.846595780879964,,2.23409347944092,,-0.002461562221708,
31.8706319873611,0.01109846034647,0.849242436946275,0.527886453195655,0.843704558133661,,2.23193190862206,,0.000622623235067,
32.534492259022,0.000616221440329,0.843067836768983,0.537806882511561,0.842579294913053,,2.22407023563393,,0.006174600177292,
32.8900702709241,0.002221613919476,0.839713987569349,0.54302438574338,0.83619434300013,,2.22115433023234,,0.003353849199634,
33.1182604671947,0.000769145387576,0.837544628502626,0.546368377271024,0.836091195115498,,2.22077334627672,,0.002169359066723,
29.4342836080259,0.034245758225442,0.870919917101342,0.490230278583195,0.804415812644464,,2.19981176655444,,-0.033375288598716,
29.5115816059447,0.032682634082112,0.870256141061274,0.491514083597404,0.806986056884066,,2.20143891562486,,0.000663776040068,
,,,,,,,,,
,,,,,,,MIN,-0.033375288598716,
,,,,,,,MAX,0.025944692059877,
